"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000197756"	"OK"	"negbinomial.size"	4.26052459699928e-62	3.6579266493112e-60	"ENSG00000197756"	"RPL37A"	12631	TRUE
"ENSG00000187514"	"OK"	"negbinomial.size"	7.24344122666959e-231	3.20977910099226e-228	"ENSG00000187514"	"PTMA"	12594	TRUE
"ENSG00000188846"	"OK"	"negbinomial.size"	1.66117803633964e-77	1.88591757728906e-75	"ENSG00000188846"	"RPL14"	12508	FALSE
"ENSG00000232112"	"OK"	"negbinomial.size"	2.3711410830479e-93	3.39295469352385e-91	"ENSG00000232112"	"TMA7"	11481	TRUE
"ENSG00000044524"	"OK"	"negbinomial.size"	1.21461276866577e-37	5.31373745323621e-36	"ENSG00000044524"	"EPHA3"	757	FALSE
"ENSG00000121570"	"OK"	"negbinomial.size"	5.64087397089458e-45	3.015123958684e-43	"ENSG00000121570"	"DPPA4"	518	FALSE
"ENSG00000144834"	"OK"	"negbinomial.size"	2.11025897717237e-53	1.40041679079309e-51	"ENSG00000144834"	"TAGLN3"	1801	TRUE
"ENSG00000172020"	"OK"	"negbinomial.size"	1.94317689447303e-113	3.5591227999168e-111	"ENSG00000172020"	"GAP43"	1224	TRUE
"ENSG00000069849"	"OK"	"negbinomial.size"	8.15784524935307e-39	3.71073907915109e-37	"ENSG00000069849"	"ATP1B3"	5189	FALSE
"ENSG00000114315"	"OK"	"negbinomial.size"	4.9954523046631e-68	4.90160916493978e-66	"ENSG00000114315"	"HES1"	1558	TRUE
"ENSG00000169020"	"OK"	"negbinomial.size"	4.0839960859652e-104	6.60021814504753e-102	"ENSG00000169020"	"ATP5I"	9187	FALSE
"ENSG00000163956"	"OK"	"negbinomial.size"	6.29153756414614e-60	5.11401488276187e-58	"ENSG00000163956"	"LRPAP1"	2339	FALSE
"ENSG00000168824"	"OK"	"negbinomial.size"	3.25203237851796e-37	1.40041281453609e-35	"ENSG00000168824"	"NSG1"	3122	TRUE
"ENSG00000185774"	"OK"	"negbinomial.size"	4.39110950224405e-58	3.38880175462508e-56	"ENSG00000185774"	"KCNIP4"	358	FALSE
"ENSG00000163682"	"OK"	"negbinomial.size"	2.73474707720362e-79	3.15690929407951e-77	"ENSG00000163682"	"RPL9"	12625	FALSE
"ENSG00000138668"	"OK"	"negbinomial.size"	9.26138613503902e-36	3.73089915944372e-34	"ENSG00000138668"	"HNRNPD"	6818	FALSE
"ENSG00000197894"	"OK"	"negbinomial.size"	9.91109037606559e-39	4.46389011462338e-37	"ENSG00000197894"	"ADH5"	3976	FALSE
"ENSG00000109475"	"OK"	"negbinomial.size"	7.1937274300045e-58	5.45968142021944e-56	"ENSG00000109475"	"RPL34"	12631	TRUE
"ENSG00000164104"	"OK"	"negbinomial.size"	1.29461179024036e-48	7.73220963588342e-47	"ENSG00000164104"	"HMGB2"	7468	TRUE
"ENSG00000150625"	"OK"	"negbinomial.size"	4.16062023360955e-50	2.56297937888315e-48	"ENSG00000150625"	"GPM6A"	1215	TRUE
"ENSG00000150753"	"OK"	"negbinomial.size"	3.79595051637405e-44	2.00557585551655e-42	"ENSG00000150753"	"CCT5"	5935	FALSE
"ENSG00000176788"	"OK"	"negbinomial.size"	3.57507281236119e-130	8.3238602073569e-128	"ENSG00000176788"	"BASP1"	6168	TRUE
"ENSG00000113448"	"OK"	"negbinomial.size"	1.78936036498435e-38	8.00665906638113e-37	"ENSG00000113448"	"PDE4D"	278	FALSE
"ENSG00000145741"	"OK"	"negbinomial.size"	1.18454229056382e-215	4.39785336364193e-213	"ENSG00000145741"	"BTF3"	11778	TRUE
"ENSG00000164346"	"OK"	"negbinomial.size"	1.35112531702974e-35	5.39546758140626e-34	"ENSG00000164346"	"NSA2"	7319	FALSE
"ENSG00000171530"	"OK"	"negbinomial.size"	4.10448100009308e-141	1.04413436107923e-138	"ENSG00000171530"	"TBCA"	10226	TRUE
"ENSG00000186468"	"OK"	"negbinomial.size"	2.0456323120648e-38	9.12365294507603e-37	"ENSG00000186468"	"RPS23"	12631	TRUE
"ENSG00000237187"	"OK"	"negbinomial.size"	1.24351255987034e-40	5.97277343878981e-39	"ENSG00000237187"	"NR2F1-AS1"	1808	FALSE
"ENSG00000175745"	"OK"	"negbinomial.size"	1.08787966790018e-69	1.09883845573123e-67	"ENSG00000175745"	"NR2F1"	6360	TRUE
"ENSG00000134986"	"OK"	"negbinomial.size"	5.80723918374679e-57	4.26599169342939e-55	"ENSG00000134986"	"NREP"	6453	TRUE
"ENSG00000164904"	"OK"	"negbinomial.size"	8.05692438169634e-54	5.45211676016565e-52	"ENSG00000164904"	"ALDH7A1"	1824	FALSE
"ENSG00000113140"	"OK"	"negbinomial.size"	2.49675496150343e-39	1.15481221906305e-37	"ENSG00000113140"	"SPARC"	1083	FALSE
"ENSG00000164611"	"OK"	"negbinomial.size"	5.67093831868395e-36	2.32542327414213e-34	"ENSG00000164611"	"PTTG1"	4268	TRUE
"ENSG00000181163"	"OK"	"negbinomial.size"	2.01158129027913e-89	2.65702809466966e-87	"ENSG00000181163"	"NPM1"	12253	TRUE
"ENSG00000184840"	"OK"	"negbinomial.size"	6.15572148299131e-36	2.50180905360508e-34	"ENSG00000184840"	"TMED9"	3850	FALSE
"ENSG00000137285"	"OK"	"negbinomial.size"	2.90283581148355e-105	4.80436813763247e-103	"ENSG00000137285"	"TUBB2B"	11224	TRUE
"ENSG00000124766"	"OK"	"negbinomial.size"	6.27979858000786e-163	1.760522308032e-160	"ENSG00000124766"	"SOX4"	7594	TRUE
"ENSG00000187837"	"OK"	"negbinomial.size"	4.30096995049861e-72	4.58003288449608e-70	"ENSG00000187837"	"HIST1H1C"	2255	TRUE
"ENSG00000168298"	"OK"	"negbinomial.size"	2.43322628728269e-43	1.25188125499634e-41	"ENSG00000168298"	"HIST1H1E"	2329	TRUE
"ENSG00000184357"	"OK"	"negbinomial.size"	2.61481472530532e-120	5.36115072858495e-118	"ENSG00000184357"	"HIST1H1B"	340	FALSE
"ENSG00000269293"	"OK"	"negbinomial.size"	8.21472049648742e-40	3.85138619318251e-38	"ENSG00000269293"	"ZSCAN16-AS1"	1838	FALSE
"ENSG00000272540"	"OK"	"negbinomial.size"	2.6219094734709e-48	1.51971183278775e-46	"ENSG00000272540"	"XXbac-BPG252P9.9"	238	FALSE
"ENSG00000204525"	"OK"	"negbinomial.size"	3.39254266727601e-122	7.06111494248038e-120	"ENSG00000204525"	"HLA-C"	2130	TRUE
"ENSG00000234745"	"OK"	"negbinomial.size"	1.51271781563484e-288	7.6963720864355e-286	"ENSG00000234745"	"HLA-B"	3065	TRUE
"ENSG00000213719"	"OK"	"negbinomial.size"	1.07910001522399e-195	3.705899227283e-193	"ENSG00000213719"	"CLIC1"	2583	TRUE
"ENSG00000231500"	"OK"	"negbinomial.size"	1.66085757469375e-58	1.31121841974529e-56	"ENSG00000231500"	"RPS18"	12631	TRUE
"ENSG00000137309"	"OK"	"negbinomial.size"	3.68328640695904e-221	1.44563729635418e-218	"ENSG00000137309"	"HMGA1"	10823	TRUE
"ENSG00000112559"	"OK"	"negbinomial.size"	8.06207693760546e-38	3.56105308334039e-36	"ENSG00000112559"	"MDFI"	1745	FALSE
"ENSG00000096384"	"OK"	"negbinomial.size"	7.89206932971266e-141	1.97115193422296e-138	"ENSG00000096384"	"HSP90AB1"	11759	TRUE
"ENSG00000156508"	"OK"	"negbinomial.size"	3.72394000117931e-44	1.9751260152973e-42	"ENSG00000156508"	"EEF1A1"	12631	TRUE
"ENSG00000272398"	"OK"	"negbinomial.size"	2.78556280023709e-56	2.00341760140612e-54	"ENSG00000272398"	"CD24"	9607	TRUE
"ENSG00000123505"	"OK"	"negbinomial.size"	5.80558854194051e-43	2.95375443706062e-41	"ENSG00000123505"	"AMD1"	3974	FALSE
"ENSG00000112306"	"OK"	"negbinomial.size"	3.33980065638218e-60	2.73088342956679e-58	"ENSG00000112306"	"RPS12"	12630	TRUE
"ENSG00000120437"	"OK"	"negbinomial.size"	4.9462065370899e-256	2.26486797333347e-253	"ENSG00000120437"	"ACAT2"	6307	TRUE
"ENSG00000122566"	"OK"	"negbinomial.size"	2.08190408042266e-85	2.67281461240804e-83	"ENSG00000122566"	"HNRNPA2B1"	9831	TRUE
"ENSG00000122565"	"OK"	"negbinomial.size"	2.58141597397567e-109	4.37789027586466e-107	"ENSG00000122565"	"CBX3"	10235	TRUE
"ENSG00000225792"	"OK"	"negbinomial.size"	6.58500656132973e-92	9.2304321564272e-90	"ENSG00000225792"	"AC004540.4"	806	FALSE
"ENSG00000122592"	"OK"	"negbinomial.size"	3.92189010937011e-58	3.04378556115352e-56	"ENSG00000122592"	"HOXA7"	1584	TRUE
"ENSG00000106153"	"OK"	"negbinomial.size"	0	0	"ENSG00000106153"	"CHCHD2"	2970	TRUE
"ENSG00000106278"	"OK"	"negbinomial.size"	5.4556740092561e-57	4.02927924006188e-55	"ENSG00000106278"	"PTPRZ1"	4171	FALSE
"ENSG00000279483"	"OK"	"negbinomial.size"	2.28182414687294e-45	1.23407158683439e-43	"ENSG00000279483"	"AC090498.1"	1859	FALSE
"ENSG00000155093"	"OK"	"negbinomial.size"	1.41837570817998e-41	6.98359394382382e-40	"ENSG00000155093"	"PTPRN2"	2208	FALSE
"ENSG00000183943"	"OK"	"negbinomial.size"	4.7140373923374e-37	2.02364786432934e-35	"ENSG00000183943"	"PRKX"	1519	FALSE
"ENSG00000205663"	"OK"	"negbinomial.size"	2.05296569544404e-48	1.21036865915514e-46	"ENSG00000205663"	"RP11-706O15.5"	136	FALSE
"ENSG00000205542"	"OK"	"negbinomial.size"	0	0	"ENSG00000205542"	"TMSB4X"	12575	TRUE
"ENSG00000046653"	"OK"	"negbinomial.size"	5.07857705601463e-197	1.78883110303777e-194	"ENSG00000046653"	"GPM6B"	3958	FALSE
"ENSG00000182287"	"OK"	"negbinomial.size"	1.4154130703834e-271	6.70466529236439e-269	"ENSG00000182287"	"AP1S2"	4084	TRUE
"ENSG00000102054"	"OK"	"negbinomial.size"	6.05665600935025e-49	3.68142847789577e-47	"ENSG00000102054"	"RBBP7"	3690	FALSE
"ENSG00000173674"	"OK"	"negbinomial.size"	2.17057223972796e-189	7.0993216326531e-187	"ENSG00000173674"	"EIF1AX"	7201	FALSE
"ENSG00000102172"	"OK"	"negbinomial.size"	5.30611968961217e-302	2.9156066470481e-299	"ENSG00000102172"	"SMS"	7011	TRUE
"ENSG00000130741"	"OK"	"negbinomial.size"	1.02794531773368e-118	2.04650504778371e-116	"ENSG00000130741"	"EIF2S3"	3657	FALSE
"ENSG00000101868"	"OK"	"negbinomial.size"	2.04909191447001e-36	8.52981079668926e-35	"ENSG00000101868"	"POLA1"	1215	FALSE
"ENSG00000198947"	"OK"	"negbinomial.size"	2.71181761051797e-50	1.69328356889479e-48	"ENSG00000198947"	"DMD"	351	FALSE
"ENSG00000147123"	"OK"	"negbinomial.size"	3.97137706728624e-145	1.02933597685493e-142	"ENSG00000147123"	"NDUFB11"	7761	FALSE
"ENSG00000102225"	"OK"	"negbinomial.size"	1.08154134841798e-42	5.44217344440214e-41	"ENSG00000102225"	"CDK16"	1902	FALSE
"ENSG00000102265"	"OK"	"negbinomial.size"	9.62898308601359e-36	3.86764153954879e-34	"ENSG00000102265"	"TIMP1"	1066	TRUE
"ENSG00000102109"	"OK"	"negbinomial.size"	5.71794787050366e-44	2.98659505312201e-42	"ENSG00000102109"	"PCSK1N"	331	TRUE
"ENSG00000196368"	"OK"	"negbinomial.size"	5.44865934642635e-159	1.4676124204286e-156	"ENSG00000196368"	"NUDT11"	3202	FALSE
"ENSG00000179222"	"OK"	"negbinomial.size"	1.9249822913404e-77	2.16749850296255e-75	"ENSG00000179222"	"MAGED1"	3225	FALSE
"ENSG00000204272"	"OK"	"negbinomial.size"	1.17867552015223e-60	9.75389495200674e-59	"ENSG00000204272"	"LINC01420"	5044	FALSE
"ENSG00000090776"	"OK"	"negbinomial.size"	7.5677034758244e-39	3.45373895838537e-37	"ENSG00000090776"	"EFNB1"	1286	FALSE
"ENSG00000181191"	"OK"	"negbinomial.size"	3.93988273424019e-41	1.91922585532828e-39	"ENSG00000181191"	"PJA1"	1224	FALSE
"ENSG00000089289"	"OK"	"negbinomial.size"	4.67501754174336e-195	1.56635892612021e-192	"ENSG00000089289"	"IGBP1"	3712	TRUE
"ENSG00000102309"	"OK"	"negbinomial.size"	6.62662175416287e-72	6.8962047755254e-70	"ENSG00000102309"	"PIN4"	4333	FALSE
"ENSG00000198034"	"OK"	"negbinomial.size"	0	0	"ENSG00000198034"	"RPS4X"	12619	TRUE
"ENSG00000280870"	"OK"	"negbinomial.size"	1.08236358087531e-45	5.90017004384292e-44	"ENSG00000280870"	"MIR325HG"	765	FALSE
"ENSG00000187325"	"OK"	"negbinomial.size"	2.19130910753505e-47	1.23368906599217e-45	"ENSG00000187325"	"TAF9B"	828	FALSE
"ENSG00000147145"	"OK"	"negbinomial.size"	6.29223359293277e-56	4.4326365572368e-54	"ENSG00000147145"	"LPAR4"	2226	FALSE
"ENSG00000198157"	"OK"	"negbinomial.size"	6.66665038272489e-65	6.18782272347918e-63	"ENSG00000198157"	"HMGN5"	1785	FALSE
"ENSG00000147180"	"OK"	"negbinomial.size"	3.2130370713791e-177	9.39095537224142e-175	"ENSG00000147180"	"ZNF711"	2072	TRUE
"ENSG00000165194"	"OK"	"negbinomial.size"	2.35364922007204e-35	9.31760211415839e-34	"ENSG00000165194"	"PCDH19"	464	FALSE
"ENSG00000000003"	"OK"	"negbinomial.size"	2.69141668896953e-40	1.2793076490095e-38	"ENSG00000000003"	"TSPAN6"	3106	FALSE
"ENSG00000184515"	"OK"	"negbinomial.size"	1.68425840745583e-37	7.3217271339306e-36	"ENSG00000184515"	"BEX5"	387	TRUE
"ENSG00000158164"	"OK"	"negbinomial.size"	2.1415876121808e-85	2.72398046560441e-83	"ENSG00000158164"	"TMSB15A"	8987	TRUE
"ENSG00000102409"	"OK"	"negbinomial.size"	1.77239331655459e-42	8.82150977880812e-41	"ENSG00000102409"	"BEX4"	3735	FALSE
"ENSG00000180964"	"OK"	"negbinomial.size"	0	0	"ENSG00000180964"	"TCEAL8"	5166	TRUE
"ENSG00000182916"	"OK"	"negbinomial.size"	3.80089203835803e-129	8.70214232182071e-127	"ENSG00000182916"	"TCEAL7"	636	TRUE
"ENSG00000185222"	"OK"	"negbinomial.size"	0	0	"ENSG00000185222"	"WBP5"	5461	TRUE
"ENSG00000166681"	"OK"	"negbinomial.size"	0	0	"ENSG00000166681"	"NGFRAP1"	10459	TRUE
"ENSG00000133142"	"OK"	"negbinomial.size"	8.26191335526761e-129	1.86055579936576e-126	"ENSG00000133142"	"TCEAL4"	5000	FALSE
"ENSG00000196507"	"OK"	"negbinomial.size"	1.39221291329128e-45	7.55922086556611e-44	"ENSG00000196507"	"TCEAL3"	1143	FALSE
"ENSG00000123562"	"OK"	"negbinomial.size"	9.32295247931652e-105	1.5246356929568e-102	"ENSG00000123562"	"MORF4L2"	5819	FALSE
"ENSG00000123560"	"OK"	"negbinomial.size"	1.48352834433894e-38	6.65987871443923e-37	"ENSG00000123560"	"PLP1"	1038	FALSE
"ENSG00000158427"	"OK"	"negbinomial.size"	3.48462560892773e-162	9.57366039796804e-160	"ENSG00000158427"	"TMSB15B"	1311	FALSE
"ENSG00000089682"	"OK"	"negbinomial.size"	5.72583830493525e-36	2.34094764270523e-34	"ENSG00000089682"	"RBM41"	811	FALSE
"ENSG00000077264"	"OK"	"negbinomial.size"	3.63990282271837e-115	6.84949932543593e-113	"ENSG00000077264"	"PAK3"	1330	TRUE
"ENSG00000077279"	"OK"	"negbinomial.size"	0	0	"ENSG00000077279"	"DCX"	1946	TRUE
"ENSG00000198918"	"OK"	"negbinomial.size"	8.52930729559591e-67	8.1935030992728e-65	"ENSG00000198918"	"RPL39"	12631	FALSE
"ENSG00000101972"	"OK"	"negbinomial.size"	1.49344407343846e-71	1.54251437870858e-69	"ENSG00000101972"	"STAG2"	1992	FALSE
"ENSG00000156531"	"OK"	"negbinomial.size"	6.96679060721749e-115	1.29328111582901e-112	"ENSG00000156531"	"PHF6"	3447	FALSE
"ENSG00000101928"	"OK"	"negbinomial.size"	1.38017834454069e-49	8.46406692810509e-48	"ENSG00000101928"	"MOSPD1"	775	FALSE
"ENSG00000134590"	"OK"	"negbinomial.size"	1.91160432414968e-181	5.70863230453135e-179	"ENSG00000134590"	"FAM127A"	2985	FALSE
"ENSG00000203950"	"OK"	"negbinomial.size"	2.36126162453329e-70	2.40271488416398e-68	"ENSG00000203950"	"FAM127B"	3448	FALSE
"ENSG00000169446"	"OK"	"negbinomial.size"	3.99849481750048e-40	1.88753688343657e-38	"ENSG00000169446"	"MMGT1"	781	FALSE
"ENSG00000022267"	"OK"	"negbinomial.size"	1.28485867631341e-119	2.59560347595842e-117	"ENSG00000022267"	"FHL1"	2900	FALSE
"ENSG00000102241"	"OK"	"negbinomial.size"	1.14842675584375e-58	9.11903950579516e-57	"ENSG00000102241"	"HTATSF1"	3670	FALSE
"ENSG00000147274"	"OK"	"negbinomial.size"	0	0	"ENSG00000147274"	"RBMX"	11925	TRUE
"ENSG00000129682"	"OK"	"negbinomial.size"	2.39444998177558e-64	2.19283729331008e-62	"ENSG00000129682"	"FGF13"	2142	FALSE
"ENSG00000185985"	"OK"	"negbinomial.size"	2.42051873441136e-68	2.39213423414452e-66	"ENSG00000185985"	"SLITRK2"	184	FALSE
"ENSG00000169057"	"OK"	"negbinomial.size"	1.27967852094128e-36	5.37582380494505e-35	"ENSG00000169057"	"MECP2"	1915	FALSE
"ENSG00000147403"	"OK"	"negbinomial.size"	1.17425869864287e-36	4.94809562676596e-35	"ENSG00000147403"	"RPL10"	12631	FALSE
"ENSG00000079459"	"OK"	"negbinomial.size"	1.68552917863565e-89	2.24797226474932e-87	"ENSG00000079459"	"FDFT1"	5797	TRUE
"ENSG00000061337"	"OK"	"negbinomial.size"	1.73999081853772e-90	2.39022538742527e-88	"ENSG00000061337"	"LZTS1"	398	TRUE
"ENSG00000104722"	"OK"	"negbinomial.size"	9.79936882101886e-68	9.54708719817986e-66	"ENSG00000104722"	"NEFM"	1925	TRUE
"ENSG00000277586"	"OK"	"negbinomial.size"	3.0630772479069e-40	1.45094800532749e-38	"ENSG00000277586"	"NEFL"	3984	TRUE
"ENSG00000092964"	"OK"	"negbinomial.size"	1.57836582437534e-91	2.1901021544893e-89	"ENSG00000092964"	"DPYSL2"	4805	FALSE
"ENSG00000015592"	"OK"	"negbinomial.size"	6.780560285673e-61	5.7143899781773e-59	"ENSG00000015592"	"STMN4"	763	TRUE
"ENSG00000104332"	"OK"	"negbinomial.size"	1.82708311846912e-96	2.72811313026199e-94	"ENSG00000104332"	"SFRP1"	1494	FALSE
"ENSG00000137563"	"OK"	"negbinomial.size"	2.06089315646422e-42	1.02203932456133e-40	"ENSG00000137563"	"GGH"	2592	FALSE
"ENSG00000147604"	"OK"	"negbinomial.size"	4.69246626428739e-65	4.38506184166774e-63	"ENSG00000147604"	"RPL7"	12624	TRUE
"ENSG00000104435"	"OK"	"negbinomial.size"	1.19777488628596e-223	4.83936282732654e-221	"ENSG00000104435"	"STMN2"	1663	TRUE
"ENSG00000184672"	"OK"	"negbinomial.size"	1.51500218286567e-51	9.63499304908597e-50	"ENSG00000184672"	"RALYL"	1475	FALSE
"ENSG00000070756"	"OK"	"negbinomial.size"	3.29647702394582e-73	3.5656460533814e-71	"ENSG00000070756"	"PABPC1"	11909	TRUE
"ENSG00000164985"	"OK"	"negbinomial.size"	1.28196927757995e-62	1.1288725619305e-60	"ENSG00000164985"	"PSIP1"	5944	FALSE
"ENSG00000147872"	"OK"	"negbinomial.size"	4.12651651749152e-72	4.42859042193602e-70	"ENSG00000147872"	"PLIN2"	1550	FALSE
"ENSG00000137154"	"OK"	"negbinomial.size"	5.66400553654473e-113	1.02376900073046e-110	"ENSG00000137154"	"RPS6"	12625	TRUE
"ENSG00000136938"	"OK"	"negbinomial.size"	8.85853496315647e-37	3.76748281080125e-35	"ENSG00000136938"	"ANP32B"	8648	FALSE
"ENSG00000106853"	"OK"	"negbinomial.size"	1.79813865734903e-53	1.19907916194192e-51	"ENSG00000106853"	"PTGR1"	770	FALSE
"ENSG00000197958"	"OK"	"negbinomial.size"	2.54560009876299e-100	4.01941477663301e-98	"ENSG00000197958"	"RPL12"	12616	TRUE
"ENSG00000148303"	"OK"	"negbinomial.size"	1.63006072307175e-55	1.13091637135539e-53	"ENSG00000148303"	"RPL7A"	12622	TRUE
"ENSG00000188229"	"OK"	"negbinomial.size"	1.46486032860324e-65	1.3782730365769e-63	"ENSG00000188229"	"TUBB4B"	4813	TRUE
"ENSG00000185201"	"OK"	"negbinomial.size"	4.90822079554193e-62	4.18784031480494e-60	"ENSG00000185201"	"IFITM2"	1167	FALSE
"ENSG00000142089"	"OK"	"negbinomial.size"	1.01331083354876e-48	6.10519777213127e-47	"ENSG00000142089"	"IFITM3"	1378	TRUE
"ENSG00000177600"	"OK"	"negbinomial.size"	0	0	"ENSG00000177600"	"RPLP2"	12624	TRUE
"ENSG00000214063"	"OK"	"negbinomial.size"	2.49021494186667e-35	9.80174288149642e-34	"ENSG00000214063"	"TSPAN4"	716	FALSE
"ENSG00000175356"	"OK"	"negbinomial.size"	1.4214587437428e-36	5.93513032303795e-35	"ENSG00000175356"	"SCUBE2"	951	FALSE
